Date,Open,High,Low,Close,Volume
2016-12-21 11:22:00,5658.0,5661.87,5656.93,5657.0,73.88
2016-12-21 11:23:00,5657.02,5658.06,5656.0,5656.12,36.648
2016-12-21 11:24:00,5656.31,5658.35,5656.31,5658.08,12.779
2016-12-21 11:25:00,5658.08,5658.08,5658.08,5658.08,0.0
2016-12-21 11:26:00,5658.08,5658.08,5658.08,5658.08,0.0
2016-12-21 11:27:00,5658.08,5658.08,5658.08,5658.08,0.0
2016-12-21 11:28:00,5658.08,5658.08,5658.08,5658.08,0.0
2016-12-21 11:29:00,5658.08,5658.08,5658.08,5658.08,0.0
2016-12-21 11:30:00,5658.08,5658.08,5658.08,5658.08,0.0
2016-12-21 11:31:00,5658.08,5658.08,5658.08,5658.08,0.0
2016-12-21 11:33:00,5655.49,5655.5,5655.18,5655.41,5.436
2016-12-21 11:32:00,5655.44,5655.49,5655.44,5655.44,1.21
2016-12-21 11:34:00,5655.96,5656.66,5655.66,5656.36,37.725
2016-12-21 11:35:00,5656.0,5656.0,5655.73,5655.8,35.622
2016-12-21 11:36:00,5655.8,5655.8,5655.8,5655.8,0.0
2016-12-21 11:37:00,5655.8,5655.8,5655.8,5655.8,0.0
2016-12-21 11:38:00,5656.61,5656.73,5655.85,5655.95,20.129
2016-12-21 11:39:00,5655.17,5655.83,5655.01,5655.7,41.71
2016-12-21 11:40:00,5655.51,5655.67,5654.98,5655.48,21.0
2016-12-21 11:41:00,5654.8,5654.86,5653.5,5653.71,82.406
2016-12-21 11:42:00,5653.85,5654.49,5653.59,5654.22,16.988
2016-12-21 11:43:00,5654.2,5655.25,5653.98,5655.18,134.804
2016-12-21 11:44:00,5654.99,5656.0,5654.99,5656.0,55.327
2016-12-21 11:45:00,5655.62,5655.95,5655.41,5655.49,13.842
2016-12-21 11:46:00,5655.69,5656.88,5655.53,5656.67,14.57
2016-12-21 11:47:00,5656.94,5663.63,5656.79,5663.52,31.294
2016-12-21 11:48:00,5669.0,5669.0,5668.11,5668.9,75.1
2016-12-21 11:49:00,5660.73,5665.15,5660.71,5664.41,29.906
2016-12-21 11:50:00,5664.01,5666.3,5663.95,5666.28,39.65
2016-12-21 11:51:00,5667.96,5670.0,5667.3,5667.45,76.625
2016-12-21 11:52:00,5664.58,5666.02,5664.14,5666.02,34.967
2016-12-21 11:53:00,5666.32,5673.9,5666.32,5673.9,14.827
2016-12-21 11:54:00,5669.09,5669.9,5666.16,5669.36,55.353
2016-12-21 11:55:00,5671.6,5676.0,5671.0,5672.35,72.443
2016-12-21 11:56:00,5670.02,5671.0,5667.2,5670.81,36.605
2016-12-21 11:57:00,5667.97,5670.63,5667.56,5670.41,64.084
2016-12-21 11:58:00,5666.37,5667.32,5665.87,5666.92,36.043
2016-12-21 11:59:00,5666.49,5668.49,5665.54,5668.4,44.175
2016-12-21 12:00:00,5669.13,5669.2,5666.0,5666.02,31.809
2016-12-21 12:01:00,5667.25,5669.52,5667.07,5668.99,18.281
2016-12-21 12:02:00,5669.02,5670.39,5668.34,5668.41,31.909
2016-12-21 12:03:00,5669.52,5671.19,5669.44,5671.0,51.307
2016-12-21 12:04:00,5672.27,5676.16,5671.99,5675.87,29.886
2016-12-21 12:05:00,5669.23,5672.52,5669.09,5672.21,34.022
2016-12-21 12:06:00,5669.5,5669.84,5667.12,5667.87,25.256
2016-12-21 12:07:00,5669.95,5670.0,5668.0,5668.0,23.818
2016-12-21 12:08:00,5668.63,5669.33,5667.89,5667.98,35.75
2016-12-21 12:09:00,5668.19,5668.21,5666.21,5667.5,22.489
2016-12-21 12:10:00,5670.04,5670.65,5667.48,5668.94,33.681
2016-12-21 12:11:00,5669.0,5669.0,5667.3,5667.68,23.732
2016-12-21 12:12:00,5667.24,5669.5,5667.1,5669.08,22.281
2016-12-21 12:13:00,5669.01,5670.0,5668.01,5668.37,44.067
2016-12-21 12:14:00,5669.24,5669.35,5667.22,5667.44,17.919
2016-12-21 12:15:00,5667.32,5667.35,5665.64,5665.64,109.2
2016-12-21 12:16:00,5667.2,5667.33,5665.64,5665.64,35.409
2016-12-21 12:17:00,5666.15,5666.66,5666.11,5666.52,18.775
2016-12-21 12:18:00,5666.86,5666.88,5666.28,5666.3,10.041
2016-12-21 12:19:00,5664.98,5665.41,5664.1,5664.13,24.144
2016-12-21 12:20:00,5662.0,5662.41,5661.26,5662.18,64.958
2016-12-21 12:21:00,5657.91,5661.18,5656.79,5660.68,24.316
2016-12-21 12:22:00,5662.61,5662.82,5662.02,5662.76,28.358
2016-12-21 12:23:00,5662.89,5664.23,5662.79,5663.5,35.17
2016-12-21 12:24:00,5664.08,5666.0,5663.96,5665.3,76.496
2016-12-21 12:25:00,5666.07,5666.25,5664.19,5664.5,29.021
2016-12-21 12:26:00,5665.12,5665.23,5663.81,5664.14,26.613
2016-12-21 12:27:00,5664.13,5664.61,5664.13,5664.47,25.064
2016-12-21 12:28:00,5665.99,5666.12,5665.4,5665.94,21.703
2016-12-21 12:29:00,5665.43,5666.05,5665.0,5666.03,29.633
2016-12-21 12:30:00,5666.16,5666.16,5665.39,5665.39,12.443
2016-12-21 12:31:00,5665.01,5665.27,5664.13,5664.15,62.125
2016-12-21 12:32:00,5664.9,5665.42,5664.75,5665.22,23.655
2016-12-21 12:33:00,5666.26,5669.0,5666.19,5668.45,48.322
2016-12-21 12:34:00,5669.33,5669.36,5668.01,5668.1,22.982
2016-12-21 12:35:00,5668.11,5668.24,5667.4,5667.57,15.58
2016-12-21 12:36:00,5667.4,5667.79,5667.37,5667.55,26.492
2016-12-21 12:37:00,5667.75,5667.88,5667.45,5667.52,14.505
2016-12-21 12:38:00,5667.56,5670.82,5667.31,5670.48,28.259
2016-12-21 12:39:00,5671.51,5672.0,5668.28,5669.34,67.035
2016-12-21 12:40:00,5668.44,5669.3,5668.43,5669.3,21.376
2016-12-21 12:41:00,5669.12,5669.57,5669.01,5669.54,20.394
2016-12-21 12:42:00,5668.43,5668.94,5668.43,5668.9,64.348
2016-12-21 12:43:00,5668.47,5668.47,5667.0,5667.81,42.266
2016-12-21 12:44:00,5668.01,5668.13,5665.7,5665.87,18.396
2016-12-21 12:45:00,5665.42,5665.55,5665.0,5665.0,37.513
2016-12-21 12:46:00,5665.0,5665.0,5665.0,5665.0,0.0
2016-12-21 12:47:00,5665.0,5665.0,5665.0,5665.0,0.0
2016-12-21 12:48:00,5665.0,5665.0,5665.0,5665.0,0.0
2016-12-21 12:49:00,5665.0,5665.0,5665.0,5665.0,0.0
2016-12-21 12:50:00,5665.0,5665.0,5665.0,5665.0,0.0
2016-12-21 12:51:00,5665.0,5665.0,5665.0,5665.0,0.0
2016-12-21 12:52:00,5662.2,5662.99,5662.15,5662.9,19.176
2016-12-21 12:53:00,5663.9,5664.73,5663.58,5664.59,30.606
2016-12-21 12:54:00,5665.84,5666.45,5665.69,5666.34,62.471
2016-12-21 12:55:00,5667.07,5667.24,5665.64,5666.04,24.358
2016-12-21 12:56:00,5664.53,5665.29,5664.43,5665.28,20.816
2016-12-21 12:57:00,5664.16,5664.87,5663.83,5664.86,52.843
2016-12-21 12:58:00,5663.68,5663.95,5663.0,5663.95,45.653
2016-12-21 12:59:00,5663.53,5664.77,5663.26,5664.67,10.712
2016-12-21 13:00:00,5664.5,5664.54,5663.43,5663.45,16.346
2016-12-21 13:01:00,5662.9,5663.16,5661.71,5661.82,20.359
2016-12-21 13:02:00,5662.58,5663.27,5661.65,5662.88,50.774
2016-12-21 13:03:00,5663.0,5663.15,5662.54,5662.58,23.446
2016-12-21 13:04:00,5663.04,5663.29,5662.77,5662.77,16.393
2016-12-21 13:05:00,5662.75,5662.92,5662.32,5662.71,11.065
2016-12-21 13:06:00,5663.4,5663.46,5662.0,5663.06,69.622
2016-12-21 13:07:00,5664.48,5664.48,5662.76,5663.2,28.744
2016-12-21 13:08:00,5663.73,5663.79,5662.94,5662.94,20.553
2016-12-21 13:09:00,5663.82,5664.9,5663.71,5664.47,29.981
2016-12-21 13:10:00,5663.51,5663.75,5663.43,5663.63,11.666
2016-12-21 13:11:00,5663.64,5663.9,5663.19,5663.32,14.316
2016-12-21 13:12:00,5663.2,5663.33,5662.63,5663.26,12.873
2016-12-21 13:13:00,5662.0,5662.48,5662.0,5662.29,27.154
2016-12-21 13:14:00,5662.11,5662.22,5661.62,5661.75,20.538
2016-12-21 13:15:00,5661.68,5662.33,5660.75,5660.75,26.868
2016-12-21 13:16:00,5661.91,5662.0,5660.85,5660.95,14.528
2016-12-21 13:17:00,5661.79,5661.9,5661.13,5661.29,32.389
2016-12-21 13:18:00,5661.75,5663.38,5661.74,5663.33,13.989
2016-12-21 13:19:00,5664.3,5664.36,5662.57,5663.08,33.498
2016-12-21 13:20:00,5663.36,5663.54,5663.0,5663.19,16.457
2016-12-21 13:21:00,5663.45,5663.5,5663.1,5663.15,9.826
2016-12-21 13:22:00,5662.64,5662.99,5662.56,5662.99,19.844
2016-12-21 13:23:00,5663.03,5663.56,5662.91,5663.39,18.554
2016-12-21 13:24:00,5663.48,5663.7,5663.31,5663.48,9.581
2016-12-21 13:25:00,5663.46,5663.68,5662.69,5662.69,6.902
2016-12-21 13:26:00,5663.78,5667.49,5663.77,5666.08,24.788
2016-12-21 13:27:00,5666.17,5668.43,5665.96,5666.2,14.072
2016-12-21 13:28:00,5666.09,5666.31,5665.8,5665.88,16.145
2016-12-21 13:29:00,5665.53,5666.19,5665.4,5666.12,30.15
2016-12-21 13:30:00,5667.04,5667.7,5666.92,5667.62,17.728
2016-12-21 13:31:00,5667.45,5667.7,5667.32,5667.42,35.977
2016-12-21 13:32:00,5667.0,5667.48,5667.0,5667.29,38.168
2016-12-21 13:33:00,5667.04,5667.18,5666.09,5666.15,19.347
2016-12-21 13:34:00,5666.16,5667.83,5666.12,5666.34,21.131
2016-12-21 13:35:00,5666.92,5666.95,5666.7,5666.86,9.275
2016-12-21 13:36:00,5666.58,5668.0,5666.03,5666.75,24.455
2016-12-21 13:37:00,5667.33,5668.62,5666.71,5668.37,34.362
2016-12-21 13:38:00,5669.4,5669.4,5668.81,5668.9,36.286
2016-12-21 13:39:00,5667.57,5668.48,5667.44,5668.01,20.465
2016-12-21 13:40:00,5668.21,5668.72,5667.77,5668.63,37.137
2016-12-21 13:41:00,5668.0,5668.95,5667.92,5668.77,20.244
2016-12-21 13:42:00,5668.99,5671.48,5668.81,5671.12,10.471
2016-12-21 13:43:00,5671.7,5671.7,5669.77,5669.79,38.198
2016-12-21 13:44:00,5670.0,5670.14,5669.86,5670.0,12.92
2016-12-21 13:45:00,5672.2,5672.24,5671.02,5671.14,41.422
2016-12-21 13:46:00,5670.79,5670.82,5670.39,5670.54,22.797
2016-12-21 13:47:00,5670.26,5670.51,5665.85,5667.83,33.915
2016-12-21 13:48:00,5667.27,5668.17,5667.22,5668.09,10.276
2016-12-21 13:49:00,5667.58,5668.02,5665.19,5666.25,20.295
2016-12-21 13:50:00,5665.3,5666.9,5665.3,5666.75,14.284
2016-12-21 13:51:00,5666.98,5667.6,5666.89,5667.5,50.735
2016-12-21 13:52:00,5667.76,5669.02,5667.71,5669.02,19.448
2016-12-21 13:53:00,5669.3,5669.48,5667.63,5668.22,23.789
2016-12-21 14:05:00,5667.96,5668.14,5667.67,5667.75,106.139
2016-12-21 14:06:00,5667.72,5667.86,5666.85,5666.95,12.657
2016-12-21 14:07:00,5666.9,5667.63,5666.74,5666.99,14.772
2016-12-21 14:08:00,5667.3,5667.3,5666.89,5667.21,15.56
2016-12-21 14:09:00,5668.0,5668.27,5667.23,5667.37,136.045
2016-12-21 14:10:00,5668.28,5669.04,5668.15,5669.0,21.585
2016-12-21 14:11:00,5670.2,5671.71,5670.0,5671.71,21.105
2016-12-21 14:12:00,5671.37,5672.43,5671.31,5672.3,22.276
2016-12-21 14:13:00,5670.37,5671.24,5670.37,5671.0,27.265
2016-12-21 14:14:00,5670.53,5671.49,5670.51,5671.0,12.867
2016-12-21 14:15:00,5671.69,5671.79,5671.28,5671.62,26.516
2016-12-21 14:16:00,5671.61,5672.02,5671.36,5671.53,17.535
2016-12-21 14:17:00,5671.19,5671.33,5668.52,5668.99,43.449
2016-12-21 14:18:00,5669.0,5669.2,5668.72,5668.88,35.398
2016-12-21 14:19:00,5669.29,5669.34,5668.61,5669.34,9.531
2016-12-21 14:20:00,5669.1,5669.33,5668.94,5669.1,30.485
2016-12-21 14:21:00,5669.64,5669.76,5669.14,5669.27,15.875
2016-12-21 14:22:00,5668.86,5669.4,5668.78,5669.3,20.459
2016-12-21 14:23:00,5669.67,5669.94,5669.37,5669.47,9.696
2016-12-21 14:24:00,5669.76,5670.39,5669.73,5670.3,19.534
2016-12-21 14:25:00,5669.29,5669.47,5668.68,5668.99,32.718
2016-12-21 14:26:00,5668.81,5669.29,5668.81,5669.01,18.225
2016-12-21 14:27:00,5669.24,5669.32,5669.05,5669.09,6.784
2016-12-21 14:28:00,5669.0,5670.15,5668.95,5669.91,21.793
2016-12-21 14:29:00,5670.5,5671.44,5670.5,5670.88,21.258
2016-12-21 14:30:00,5671.28,5672.3,5671.13,5671.82,47.647
2016-12-21 14:31:00,5671.68,5671.71,5670.0,5670.15,16.368
2016-12-21 14:32:00,5669.97,5670.5,5669.76,5670.21,21.369
2016-12-21 14:34:00,5671.7,5671.7,5671.62,5671.65,0.828
2016-12-21 14:33:00,5671.73,5671.78,5671.6,5671.66,4.296
2016-12-21 14:35:00,5672.69,5672.82,5672.67,5672.77,4.104
2016-12-21 14:36:00,5672.77,5672.77,5672.77,5672.77,0.0
2016-12-21 14:37:00,5672.77,5672.77,5672.77,5672.77,0.0
2016-12-21 14:38:00,5672.77,5672.77,5672.77,5672.77,0.0
2016-12-21 14:39:00,5672.77,5672.77,5672.77,5672.77,0.0
2016-12-21 14:40:00,5672.77,5672.77,5672.77,5672.77,0.0
2016-12-21 14:41:00,5672.77,5672.77,5672.77,5672.77,0.0
2016-12-21 14:42:00,5672.77,5672.77,5672.77,5672.77,0.0
2016-12-21 14:43:00,5672.77,5672.77,5672.77,5672.77,0.0
2016-12-21 14:44:00,5672.77,5672.77,5672.77,5672.77,0.0
2016-12-21 14:45:00,5671.93,5671.96,5670.81,5670.87,34.997
2016-12-21 14:46:00,5670.6,5671.86,5670.6,5671.81,14.902
2016-12-21 14:48:00,5671.5,5672.19,5671.28,5671.28,94.773
2016-12-21 14:49:00,5671.46,5671.81,5671.0,5671.32,40.373
2016-12-21 14:50:00,5670.55,5670.68,5670.34,5670.58,19.825
2016-12-21 14:51:00,5669.32,5670.19,5669.26,5670.04,13.134
2016-12-21 14:52:00,5669.79,5670.57,5669.6,5670.4,34.156
2016-12-21 14:53:00,5670.45,5670.94,5670.36,5670.92,16.264
2016-12-21 14:54:00,5670.51,5670.79,5670.06,5670.2,24.932
2016-12-21 14:55:00,5670.18,5670.67,5670.1,5670.34,36.851
2016-12-21 14:56:00,5670.16,5670.56,5670.0,5670.42,17.584
2016-12-21 14:57:00,5670.33,5670.74,5670.33,5670.65,8.42
2016-12-21 14:58:00,5670.94,5671.71,5670.67,5671.71,21.477
2016-12-21 14:59:00,5671.97,5672.54,5671.76,5672.5,28.993
2016-12-21 15:00:00,5674.36,5674.53,5674.0,5674.2,18.914
2016-12-21 15:01:00,5673.58,5680.0,5673.16,5679.97,34.498
2016-12-21 15:02:00,5682.69,5682.7,5678.27,5679.33,44.386
2016-12-21 15:03:00,5678.06,5685.19,5677.87,5684.27,32.398
2016-12-21 15:04:00,5681.22,5683.0,5680.75,5681.84,74.019
2016-12-21 15:05:00,5685.75,5685.82,5680.55,5681.0,44.832
2016-12-21 15:06:00,5679.07,5679.07,5678.34,5678.77,11.136
2016-12-21 15:07:00,5678.77,5678.77,5678.77,5678.77,0.0
2016-12-21 15:08:00,5678.77,5678.77,5678.77,5678.77,0.0
2016-12-21 15:09:00,5678.77,5678.77,5678.77,5678.77,0.0
2016-12-21 15:10:00,5673.0,5675.0,5673.0,5674.51,45.154
2016-12-21 15:11:00,5675.0,5675.0,5673.78,5674.0,18.811
2016-12-21 15:12:00,5673.2,5676.57,5673.0,5676.54,23.014
2016-12-21 15:13:00,5675.53,5675.82,5673.87,5674.1,20.833
2016-12-21 15:14:00,5673.84,5674.9,5673.76,5674.66,47.275
2016-12-21 15:15:00,5674.62,5674.99,5674.24,5674.78,40.922
2016-12-21 15:16:00,5674.84,5674.98,5674.3,5674.31,18.142
2016-12-21 15:17:00,5674.95,5675.43,5674.27,5675.22,47.044
2016-12-21 15:18:00,5675.48,5676.13,5675.11,5675.11,12.432
2016-12-21 15:19:00,5674.84,5676.4,5674.8,5675.06,28.969
2016-12-21 15:20:00,5675.49,5676.03,5675.29,5676.02,12.631
2016-12-21 15:21:00,5678.81,5679.25,5678.01,5678.52,29.371
2016-12-21 15:22:00,5677.51,5679.0,5677.16,5678.95,37.051
2016-12-21 15:23:00,5677.49,5677.69,5676.33,5676.52,20.638
2016-12-21 15:24:00,5676.8,5678.22,5676.74,5678.06,26.535
2016-12-21 15:25:00,5677.82,5677.9,5677.59,5677.63,18.039
2016-12-21 15:26:00,5677.79,5677.87,5676.36,5676.51,49.597
2016-12-21 15:27:00,5676.84,5676.88,5675.18,5675.63,20.026
2016-12-21 15:28:00,5675.72,5675.86,5675.28,5675.44,29.469
2016-12-21 15:29:00,5675.23,5676.44,5675.2,5676.28,22.969
2016-12-21 15:30:00,5677.17,5677.3,5676.15,5676.27,17.535
2016-12-21 15:31:00,5676.01,5676.14,5675.73,5675.82,25.542
2016-12-21 15:32:00,5676.02,5676.43,5675.81,5676.32,11.298
2016-12-21 15:33:00,5676.24,5676.24,5675.98,5676.18,18.659
2016-12-21 15:34:00,5675.9,5675.93,5675.61,5675.77,22.425
2016-12-21 15:35:00,5675.08,5675.96,5675.08,5675.75,42.158
2016-12-21 15:36:00,5676.8,5680.0,5676.4,5679.37,71.698
2016-12-21 15:37:00,5680.98,5681.68,5679.46,5680.04,36.809
2016-12-21 15:38:00,5680.12,5680.17,5678.19,5679.79,29.514
2016-12-21 15:39:00,5680.13,5681.35,5680.05,5681.09,53.826
2016-12-21 15:40:00,5682.81,5683.0,5680.62,5680.78,50.508
2016-12-21 15:41:00,5680.66,5680.91,5679.72,5679.91,15.981
2016-12-21 15:42:00,5679.52,5679.81,5679.42,5679.81,18.928
2016-12-21 15:43:00,5679.82,5681.15,5679.82,5680.89,27.568
2016-12-21 15:44:00,5681.23,5681.46,5680.0,5680.08,10.407
2016-12-21 15:45:00,5680.3,5680.96,5680.0,5680.54,50.612
2016-12-21 15:46:00,5678.89,5679.64,5678.89,5679.54,16.982
2016-12-21 15:47:00,5679.22,5679.87,5679.12,5679.83,17.227
2016-12-21 15:48:00,5680.13,5680.23,5679.1,5679.18,21.242
2016-12-21 15:49:00,5679.37,5679.5,5679.08,5679.09,8.697
2016-12-21 15:50:00,5679.33,5679.36,5679.1,5679.3,13.865
2016-12-21 15:51:00,5679.3,5679.3,5679.3,5679.3,0.0
2016-12-21 15:52:00,5679.3,5679.3,5679.3,5679.3,0.0
2016-12-21 15:53:00,5680.43,5680.49,5679.91,5679.91,9.805
2016-12-21 15:54:00,5679.29,5679.99,5678.98,5679.82,33.596
2016-12-21 15:55:00,5679.81,5679.95,5679.59,5679.6,12.173
2016-12-21 15:56:00,5679.6,5680.0,5679.46,5679.83,228.486
2016-12-21 15:57:00,5680.37,5682.0,5679.89,5680.04,36.416
2016-12-21 15:58:00,5680.45,5680.45,5679.29,5679.42,18.195
2016-12-21 15:59:00,5678.61,5678.68,5677.25,5677.37,16.887
2016-12-21 16:00:00,5677.0,5678.86,5676.91,5678.69,25.128
2016-12-21 16:01:00,5678.94,5679.38,5678.36,5679.29,31.351
2016-12-21 16:02:00,5678.24,5679.32,5678.24,5679.12,19.805
2016-12-21 16:03:00,5679.06,5679.42,5678.86,5678.86,15.617
2016-12-21 16:04:00,5678.65,5678.69,5678.07,5678.47,32.906
2016-12-21 16:05:00,5678.15,5678.2,5676.0,5676.11,22.107
2016-12-21 16:06:00,5675.38,5677.0,5675.36,5675.39,29.665
2016-12-21 16:07:00,5675.29,5676.33,5674.63,5676.33,35.94
2016-12-21 16:08:00,5676.27,5676.97,5676.11,5676.37,15.671
2016-12-21 16:09:00,5676.24,5678.7,5675.82,5675.98,92.098
2016-12-21 16:10:00,5676.01,5676.29,5675.84,5676.12,70.832
2016-12-21 16:11:00,5675.13,5675.31,5672.23,5673.21,34.127
2016-12-21 16:12:00,5673.29,5675.92,5673.16,5675.79,14.965
2016-12-21 16:13:00,5673.48,5674.98,5673.48,5674.75,16.716
2016-12-21 16:14:00,5675.95,5676.0,5675.65,5675.93,26.367
2016-12-21 16:15:00,5676.88,5676.98,5676.49,5676.84,29.895
2016-12-21 16:16:00,5676.99,5676.99,5675.91,5676.13,23.863
2016-12-21 16:17:00,5675.94,5676.08,5674.75,5674.96,26.913
2016-12-21 16:18:00,5673.52,5674.9,5673.44,5674.67,22.113
2016-12-21 16:19:00,5675.45,5675.75,5675.27,5675.44,13.975
2016-12-21 16:20:00,5674.69,5674.9,5674.0,5674.29,22.359
2016-12-21 16:21:00,5674.15,5674.37,5670.43,5670.79,23.407
2016-12-21 16:22:00,5668.43,5670.64,5668.25,5670.21,27.705
2016-12-21 16:23:00,5671.28,5671.3,5668.0,5668.0,21.749
2016-12-21 16:24:00,5670.33,5671.1,5669.41,5671.08,16.452
2016-12-21 16:25:00,5670.95,5670.98,5670.35,5670.67,27.265
2016-12-21 16:26:00,5670.99,5671.24,5669.57,5670.39,20.541
2016-12-21 16:27:00,5670.05,5670.22,5669.33,5669.89,34.294
2016-12-21 16:28:00,5669.89,5670.22,5669.75,5670.05,62.095
2016-12-21 16:29:00,5671.34,5671.66,5670.85,5671.64,53.456
2016-12-21 16:30:00,5671.2,5673.91,5671.19,5673.63,27.155
2016-12-21 16:31:00,5674.65,5674.98,5673.65,5674.23,23.447
2016-12-21 16:32:00,5673.92,5674.35,5672.7,5672.84,19.859
2016-12-21 16:33:00,5672.28,5674.49,5672.28,5674.38,13.754
2016-12-21 16:34:00,5674.51,5674.76,5673.63,5674.02,21.696
2016-12-21 16:35:00,5673.76,5673.76,5670.52,5670.52,20.188
2016-12-21 16:36:00,5672.0,5672.18,5671.7,5671.73,47.398
2016-12-21 16:37:00,5671.92,5671.99,5671.11,5671.68,32.902
2016-12-21 16:38:00,5673.0,5674.11,5672.87,5673.14,37.931
2016-12-21 16:39:00,5673.44,5674.34,5673.25,5674.02,18.334
2016-12-21 16:40:00,5674.24,5674.39,5670.8,5672.0,17.273
2016-12-21 16:41:00,5672.0,5672.24,5671.85,5672.13,34.507
2016-12-21 16:42:00,5672.23,5672.89,5672.03,5672.75,11.053
2016-12-21 16:43:00,5673.29,5673.54,5673.17,5673.54,11.151
2016-12-21 16:44:00,5673.01,5673.09,5672.26,5672.42,67.703
2016-12-21 16:45:00,5671.92,5672.69,5671.9,5672.08,17.359
2016-12-21 16:46:00,5672.84,5673.86,5671.99,5673.32,33.764
2016-12-21 16:47:00,5672.42,5672.67,5671.73,5671.84,26.66
2016-12-21 16:48:00,5671.81,5671.95,5671.61,5671.83,20.303
2016-12-21 16:49:00,5672.62,5672.75,5672.05,5672.05,23.294
2016-12-21 16:50:00,5672.4,5673.3,5672.2,5672.59,39.526
2016-12-21 16:51:00,5673.5,5674.74,5673.44,5674.13,48.397
2016-12-21 16:52:00,5673.87,5674.38,5673.7,5674.35,139.777
2016-12-21 16:53:00,5674.4,5674.77,5674.26,5674.58,21.594
2016-12-21 16:54:00,5674.78,5675.0,5674.0,5674.69,63.233
2016-12-21 16:55:00,5675.02,5676.64,5675.02,5676.29,32.057
2016-12-21 16:56:00,5676.27,5676.77,5676.0,5676.27,26.059
2016-12-21 16:57:00,5677.08,5677.3,5676.29,5676.43,32.949
2016-12-21 16:58:00,5676.5,5676.55,5675.0,5675.33,89.611
2016-12-21 16:59:00,5675.37,5675.66,5674.81,5675.61,74.51
2016-12-21 17:00:00,5675.5,5675.69,5675.18,5675.26,101.252
2016-12-21 17:01:00,5675.58,5675.99,5674.67,5674.67,81.838
2016-12-21 17:02:00,5675.54,5676.5,5675.47,5676.43,109.932
2016-12-21 17:03:00,5676.57,5676.76,5676.44,5676.58,40.626
2016-12-21 17:04:00,5676.59,5676.6,5676.0,5676.18,68.145
2016-12-21 17:05:00,5676.11,5676.29,5675.96,5676.05,28.327
2016-12-21 17:06:00,5676.13,5676.5,5676.01,5676.13,26.826
2016-12-21 17:07:00,5676.59,5677.49,5676.42,5676.63,42.829
2016-12-21 17:08:00,5676.71,5677.27,5676.65,5677.13,47.099
2016-12-21 17:09:00,5677.21,5678.22,5677.1,5677.97,19.585
2016-12-21 17:10:00,5677.44,5677.7,5677.33,5677.34,42.27
2016-12-21 17:11:00,5677.48,5677.5,5676.53,5676.58,22.461
